title,created_at,link,metadata
PROFILE Panels User Manual,2019-01-10,/viewer/document/uCnT3TythIJXEnuCHVdVBQ,"Brand: Zettler,Category: Addressable Panel,Product: PROFILE,Document Revision: 3,Part Number: 120.515.378,Document Number: PROFILE-P-U-BL"
