product_name,product_brand,product_category,product_code,product_series,business,product_identifier
J07NC - J25NC,Johnson Controls,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","J07NC, J07NL to J25NL, J07PC to J15PC, J07PE, J07YC to J25YC, J07YE, J08NC, J09NC, J10NC, J10ND, J10NM to J20NM, J10YD to J20YD, J11NC, J11ND, J12NC, J12ND, J13NC, J13ND, J14NC, J14ND, J15NC, J15ND, J15PD to J20PD, J16NC, J16ND, J17NC, J17ND, J18NC, J18ND, J19NC, J19ND, J20NC, J20ND, J21NC, J22NC, J23NC, J24NC, J25NC",20,Ducted Systems Commercial,J07NC_-_J25NC-Joh-_J25NC-20-Dl
J10ND - J20ND,Johnson Controls,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","J07NC, J07NL to J25NL, J07PC to J15PC, J07PE, J07YC to J25YC, J07YE, J08NC, J09NC, J10NC, J10ND, J10NM to J20NM, J10YD to J20YD, J11NC, J11ND, J12NC, J12ND, J13NC, J13ND, J14NC, J14ND, J15NC, J15ND, J15PD to J20PD, J16NC, J16ND, J17NC, J17ND, J18NC, J18ND, J19NC, J19ND, J20NC, J20ND, J21NC, J22NC, J23NC, J24NC, J25NC",20,Ducted Systems Commercial,J10ND_-_J20ND-Joh-_J25NC-20-Dl
J07NL - J25NL,Johnson Controls,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","J07NC, J07NL to J25NL, J07PC to J15PC, J07PE, J07YC to J25YC, J07YE, J08NC, J09NC, J10NC, J10ND, J10NM to J20NM, J10YD to J20YD, J11NC, J11ND, J12NC, J12ND, J13NC, J13ND, J14NC, J14ND, J15NC, J15ND, J15PD to J20PD, J16NC, J16ND, J17NC, J17ND, J18NC, J18ND, J19NC, J19ND, J20NC, J20ND, J21NC, J22NC, J23NC, J24NC, J25NC",20,Ducted Systems Commercial,J07NL_-_J25NL-Joh-_J25NC-20-Dl
J10NM - J20NM,Johnson Controls,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","J07NC, J07NL to J25NL, J07PC to J15PC, J07PE, J07YC to J25YC, J07YE, J08NC, J09NC, J10NC, J10ND, J10NM to J20NM, J10YD to J20YD, J11NC, J11ND, J12NC, J12ND, J13NC, J13ND, J14NC, J14ND, J15NC, J15ND, J15PD to J20PD, J16NC, J16ND, J17NC, J17ND, J18NC, J18ND, J19NC, J19ND, J20NC, J20ND, J21NC, J22NC, J23NC, J24NC, J25NC",20,Ducted Systems Commercial,J10NM_-_J20NM-Joh-_J25NC-20-Dl
J15ZJ - J25 ZJ,Johnson Controls,"Air Conditioners, Packaged Rooftop Units","J15ZF to J25ZF, J15ZJ to J25ZJ, J15ZR to J25ZR",20,Ducted Systems Commercial,J15ZJ_-_J25_ZJ-Joh-_J15ZR_to_J25ZR-20-Dl
ND360,YORK,"Air Handler, Split-System Units","ND360, ND480, ND600",Millennium,Ducted Systems Commercial,ND360-YOR-_ND600-Mm-Dl
ND480,YORK,"Air Handler, Split-System Units","ND360, ND480, ND600",Millennium,Ducted Systems Commercial,ND480-YOR-_ND600-Mm-Dl
ND600,YORK,"Air Handler, Split-System Units","ND360, ND480, ND600",Millennium,Ducted Systems Commercial,ND600-YOR-_ND600-Mm-Dl
DC180 - DC240,YORK,"Export Only, Packaged Rooftop Units","DC100, DC110, DC120, DC130, DC140, DC150, DC160, DC170, DC180, DC190, DC200, DC210, DC220, DC230, DC240",Sunline,Ducted Systems Commercial,DC180_-_DC240-YOR-_DC240-Se-Dl
DC300,YORK,"Export Only, Packaged Rooftop Units",DC300,Sunline,Ducted Systems Commercial,DC300-YOR-DC300-Se-Dl
PH-07 - PH-15,Champion,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJ-10 to NJ-20, NS-07 to NS-25, NW-10 to NW-20, PH-07 to PH-15, PJ-15 to PJ-20, PK-07, YH-07 to YH-25, YJ-10 to YJ-20, YK-07",7.5 to 12.5 Ton,Ducted Systems Commercial,PH-07_-_PH-15-Cha-_YK-07-7n-Dl
NS-07 - NS-25,Champion,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJ-10 to NJ-20, NS-07 to NS-25, NW-10 to NW-20, PH-07 to PH-15, PJ-15 to PJ-20, PK-07, YH-07 to YH-25, YJ-10 to YJ-20, YK-07",7.5 to 12.5 Ton,Ducted Systems Commercial,NS-07_-_NS-25-Cha-_YK-07-7n-Dl
PH-07 - PH-15,Coleman,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJ-10 to NJ-20, NS-07 to NS-25, NW-10 to NW-20, PH-07 to PH-15, PJ-15 to PJ-20, PK-07, YH-07 to YH-25, YJ-10 to YJ-20, YK-07",Coleman Point Pro,Ducted Systems Commercial,PH-07_-_PH-15-Col-_YK-07-Co-Dl
NS-07 - NS-25,Coleman,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJ-10 to NJ-20, NS-07 to NS-25, NW-10 to NW-20, PH-07 to PH-15, PJ-15 to PJ-20, PK-07, YH-07 to YH-25, YJ-10 to YJ-20, YK-07",Coleman Point Pro,Ducted Systems Commercial,NS-07_-_NS-25-Col-_YK-07-Co-Dl
PH-07 - PH-15,Fraser-Johnston,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJ-10 to NJ-20, NS-07 to NS-25, NW-10 to NW-20, PH-07 to PH-15, PJ-15 to PJ-20, PK-07, YH-07 to YH-25, YJ-10 to YJ-20, YK-07",Fraser-Johnston Relia Pro,Ducted Systems Commercial,PH-07_-_PH-15-Fra-_YK-07-Fo-Dl
NS-07 - NS-25,Fraser-Johnston,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJ-10 to NJ-20, NS-07 to NS-25, NW-10 to NW-20, PH-07 to PH-15, PJ-15 to PJ-20, PK-07, YH-07 to YH-25, YJ-10 to YJ-20, YK-07",Fraser-Johnston Relia Pro,Ducted Systems Commercial,NS-07_-_NS-25-Fra-_YK-07-Fo-Dl
PH-07 - PH-15,Luxaire,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJ-10 to NJ-20, NS-07 to NS-25, NW-10 to NW-20, PH-07 to PH-15, PJ-15 to PJ-20, PK-07, YH-07 to YH-25, YJ-10 to YJ-20, YK-07",Luxaire Optimum Pro,Ducted Systems Commercial,PH-07_-_PH-15-Lux-_YK-07-Lo-Dl
NS-07 - NS-25,Luxaire,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJ-10 to NJ-20, NS-07 to NS-25, NW-10 to NW-20, PH-07 to PH-15, PJ-15 to PJ-20, PK-07, YH-07 to YH-25, YJ-10 to YJ-20, YK-07",Luxaire Optimum Pro,Ducted Systems Commercial,NS-07_-_NS-25-Lux-_YK-07-Lo-Dl
Simplicity Smart Equipment Unit Control Board,Champion,"Light Commercial Controls, Smart Equipment","SE-SPU1001, SE-SPU1002, SE-SPU1011, SE-SPU1012",Not Specified,Ducted Systems Commercial,Simplicity_Smart_Equipment_Unit_Control_Board-Cha-_SE-SPU1012-XX-Dl
Simplicity Smart Equipment Unit Control Board,Coleman,"Light Commercial Controls, Smart Equipment","SE-SPU1001, SE-SPU1002, SE-SPU1011, SE-SPU1012",Not Specified,Ducted Systems Commercial,Simplicity_Smart_Equipment_Unit_Control_Board-Col-_SE-SPU1012-XX-Dl
Simplicity Smart Equipment Unit Control Board,Fraser-Johnston,"Light Commercial Controls, Smart Equipment","SE-SPU1001, SE-SPU1002, SE-SPU1011, SE-SPU1012",Not Specified,Ducted Systems Commercial,Simplicity_Smart_Equipment_Unit_Control_Board-Fra-_SE-SPU1012-XX-Dl
Simplicity Smart Equipment Unit Control Board,Johnson Controls,"Light Commercial Controls, Smart Equipment","SE-SPU1001, SE-SPU1002, SE-SPU1011, SE-SPU1012",Not Specified,Ducted Systems Commercial,Simplicity_Smart_Equipment_Unit_Control_Board-Joh-_SE-SPU1012-XX-Dl
Simplicity Smart Equipment Unit Control Board,Luxaire,"Light Commercial Controls, Smart Equipment","SE-SPU1001, SE-SPU1002, SE-SPU1011, SE-SPU1012",Not Specified,Ducted Systems Commercial,Simplicity_Smart_Equipment_Unit_Control_Board-Lux-_SE-SPU1012-XX-Dl
Simplicity Smart Equipment Unit Control Board,TempMaster,"Light Commercial Controls, Smart Equipment","SE-SPU1001, SE-SPU1002, SE-SPU1011, SE-SPU1012",Not Specified,Ducted Systems Commercial,Simplicity_Smart_Equipment_Unit_Control_Board-Tem-_SE-SPU1012-XX-Dl
Simplicity Smart Equipment Unit Control Board,YORK,"Light Commercial Controls, Smart Equipment","SE-SPU1001, SE-SPU1002, SE-SPU1011, SE-SPU1012",Not Specified,Ducted Systems Commercial,Simplicity_Smart_Equipment_Unit_Control_Board-YOR-_SE-SPU1012-XX-Dl
NHT07 - NHT25,TempMaster,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJT07, NJT10 to NJT25, NS-07 to NS-25, NW-07 to NW-20, NWT07, NWT10 to NWT25, PH07, PH10 to PH20, PJ07, PJ10 to PJ20, PK10 to PK20, PKT07, YH-07, YH-10 to YH-25, YJ-07, YJ-10 to YJ-25, YKT07, YKT10 to YKT25",TempMaster Omni Pro,Ducted Systems Commercial,NHT07_-_NHT25-Tem-_YKT10_to_YKT25-To-Dl
NJT10 - NJT20,TempMaster,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJT07, NJT10 to NJT25, NS-07 to NS-25, NW-07 to NW-20, NWT07, NWT10 to NWT25, PH07, PH10 to PH20, PJ07, PJ10 to PJ20, PK10 to PK20, PKT07, YH-07, YH-10 to YH-25, YJ-07, YJ-10 to YJ-25, YKT07, YKT10 to YKT25",TempMaster Omni Pro,Ducted Systems Commercial,NJT10_-_NJT20-Tem-_YKT10_to_YKT25-To-Dl
NST07 - NST25,TempMaster,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJT07, NJT10 to NJT25, NS-07 to NS-25, NW-07 to NW-20, NWT07, NWT10 to NWT25, PH07, PH10 to PH20, PJ07, PJ10 to PJ20, PK10 to PK20, PKT07, YH-07, YH-10 to YH-25, YJ-07, YJ-10 to YJ-25, YKT07, YKT10 to YKT25",TempMaster Omni Pro,Ducted Systems Commercial,NST07_-_NST25-Tem-_YKT10_to_YKT25-To-Dl
NWT10 - NWT20,TempMaster,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJT07, NJT10 to NJT25, NS-07 to NS-25, NW-07 to NW-20, NWT07, NWT10 to NWT25, PH07, PH10 to PH20, PJ07, PJ10 to PJ20, PK10 to PK20, PKT07, YH-07, YH-10 to YH-25, YJ-07, YJ-10 to YJ-25, YKT07, YKT10 to YKT25",TempMaster Omni Pro,Ducted Systems Commercial,NWT10_-_NWT20-Tem-_YKT10_to_YKT25-To-Dl
PHT07 - PHT15,TempMaster,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJT07, NJT10 to NJT25, NS-07 to NS-25, NW-07 to NW-20, NWT07, NWT10 to NWT25, PH07, PH10 to PH20, PJ07, PJ10 to PJ20, PK10 to PK20, PKT07, YH-07, YH-10 to YH-25, YJ-07, YJ-10 to YJ-25, YKT07, YKT10 to YKT25",TempMaster Omni Pro,Ducted Systems Commercial,PHT07_-_PHT15-Tem-_YKT10_to_YKT25-To-Dl
YJT10 - YJT20,TempMaster,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJT07, NJT10 to NJT25, NS-07 to NS-25, NW-07 to NW-20, NWT07, NWT10 to NWT25, PH07, PH10 to PH20, PJ07, PJ10 to PJ20, PK10 to PK20, PKT07, YH-07, YH-10 to YH-25, YJ-07, YJ-10 to YJ-25, YKT07, YKT10 to YKT25",TempMaster Omni Pro,Ducted Systems Commercial,YJT10_-_YJT20-Tem-_YKT10_to_YKT25-To-Dl
YKT07,TempMaster,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJT07, NJT10 to NJT25, NS-07 to NS-25, NW-07 to NW-20, NWT07, NWT10 to NWT25, PH07, PH10 to PH20, PJ07, PJ10 to PJ20, PK10 to PK20, PKT07, YH-07, YH-10 to YH-25, YJ-07, YJ-10 to YJ-25, YKT07, YKT10 to YKT25",TempMaster Omni Pro,Ducted Systems Commercial,YKT07-Tem-_YKT10_to_YKT25-To-Dl
ZX04 - ZX14,TempMaster,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",TempMaster Omni Core,Ducted Systems Commercial,ZX04_-_ZX14-Tem-_ZY-04_to_ZY-12-Te-Dl
ZY04 - ZY12,TempMaster,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",TempMaster Omni Core,Ducted Systems Commercial,ZY04_-_ZY12-Tem-_ZY-04_to_ZY-12-Te-Dl
ZVTA3 - ZVT12,TempMaster,"Air Conditioners, Packaged Rooftop Units","ZVT06 to ZVT12, ZVTA3, ZVTA4, ZVTA6",TempMaster Omni Pro,Ducted Systems Commercial,ZVTA3_-_ZVT12-Tem-_ZVTA6-To-Dl
ZWT15 - ZWTT25,TempMaster,"Air Conditioners, Packaged Rooftop Units","ZKT15 to ZKT25, ZST15 to ZST25, ZWT15 to ZWT25",OmniPlus 100,Ducted Systems Commercial,ZWT15_-_ZWTT25-Tem-_ZWT15_to_ZWT25-O0-Dl
XP180 - XP240,YORK,"Heat Pumps, Packaged Rooftop Units","XP100, XP110, XP120, XP130, XP140, XP150, XP160, XP170, XP180, XP190, XP200, XP210, XP220, XP230, XP240",Sunline,Ducted Systems Commercial,XP180_-_XP240-YOR-_XP240-Se-Dl
PC090 - PC180,YORK,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NC090/NC240, ND090/ND240, NL090/NL240, NM090/NM240, PC090/PC240, PD090/PD240, PE090/PE240, YC090 to YC300, YD090 to YD300, YE090 to YE300",York Sun Pro,Ducted Systems Commercial,PC090_-_PC180-YOR-_YE090_to_YE300-Yo-Dl
PD180 - PD240,YORK,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NC090/NC240, ND090/ND240, NL090/NL240, NM090/NM240, PC090/PC240, PD090/PD240, PE090/PE240, YC090 to YC300, YD090 to YD300, YE090 to YE300",York Sun Pro,Ducted Systems Commercial,PD180_-_PD240-YOR-_YE090_to_YE300-Yo-Dl
NC090 - NC300,YORK,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NC090/NC240, ND090/ND240, NL090/NL240, NM090/NM240, PC090/PC240, PD090/PD240, PE090/PE240, YC090 to YC300, YD090 to YD300, YE090 to YE300",York Sun Pro,Ducted Systems Commercial,NC090_-_NC300-YOR-_YE090_to_YE300-Yo-Dl
NL090 - NL300,YORK,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NC090/NC240, ND090/ND240, NL090/NL240, NM090/NM240, PC090/PC240, PD090/PD240, PE090/PE240, YC090 to YC300, YD090 to YD300, YE090 to YE300",York Sun Pro,Ducted Systems Commercial,NL090_-_NL300-YOR-_YE090_to_YE300-Yo-Dl
ZX04 - ZX14,YORK,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",York Sun Core,Ducted Systems Commercial,ZX04_-_ZX14-YOR-_ZY-04_to_ZY-12-Ye-Dl
ZQ04 - ZQ14,YORK,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",York Sun Core,Ducted Systems Commercial,ZQ04_-_ZQ14-YOR-_ZY-04_to_ZY-12-Ye-Dl
ZF090 - ZF150,YORK,"Export Only, Packaged Rooftop Units","ZF090, ZF091, ZF092, ZF093, ZF094, ZF095, ZF096, ZF097, ZF098, ZF099, ZF100, ZF110, ZF120, ZF130, ZF140, ZF150",York Sun Pro,Ducted Systems Commercial,ZF090_-_ZF150-YOR-_ZF150-Yo-Dl
ZV-A3 - ZV-12,Champion,"Air Conditioners, Packaged Rooftop Units","ZV-06 to ZV-12, ZV-A3, ZV-A4, ZV-A5",3 to 12.5 Ton,Ducted Systems Commercial,ZV-A3_-_ZV-12-Cha-_ZV-A5-3n-Dl
ZV-A3 - ZV-12,Fraser-Johnston,"Air Conditioners, Packaged Rooftop Units","ZV-06 to ZV-12, ZV-A3, ZV-A4, ZV-A5",Fraser-Johnston Relia Pro,Ducted Systems Commercial,ZV-A3_-_ZV-12-Fra-_ZV-A5-Fo-Dl
ZV-A3 - ZV-12,Luxaire,"Air Conditioners, Packaged Rooftop Units","ZV-06 to ZV-12, ZV-A3, ZV-A4, ZV-A5",Luxaire Optimum Pro,Ducted Systems Commercial,ZV-A3_-_ZV-12-Lux-_ZV-A5-Lo-Dl
ZX04 - ZX14,Champion,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",3 to 12.5 Ton,Ducted Systems Commercial,ZX04_-_ZX14-Cha-_ZY-04_to_ZY-12-3n-Dl
ZQ04 - ZQ14,Champion,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",3 to 12.5 Ton,Ducted Systems Commercial,ZQ04_-_ZQ14-Cha-_ZY-04_to_ZY-12-3n-Dl
ZX04 - ZX14,Coleman,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",Coleman Point Core,Ducted Systems Commercial,ZX04_-_ZX14-Col-_ZY-04_to_ZY-12-Ce-Dl
ZQ04 - ZQ14,Coleman,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",Coleman Point Core,Ducted Systems Commercial,ZQ04_-_ZQ14-Col-_ZY-04_to_ZY-12-Ce-Dl
ZX04 - ZX14,Fraser-Johnston,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",Fraser-Johnston Relia Core,Ducted Systems Commercial,ZX04_-_ZX14-Fra-_ZY-04_to_ZY-12-Fe-Dl
ZQ04 - ZQ14,Fraser-Johnston,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",Fraser-Johnston Relia Core,Ducted Systems Commercial,ZQ04_-_ZQ14-Fra-_ZY-04_to_ZY-12-Fe-Dl
ZX04 - ZX14,Luxaire,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",Luxaire Optimum Core,Ducted Systems Commercial,ZX04_-_ZX14-Lux-_ZY-04_to_ZY-12-Le-Dl
ZQ04 - ZQ14,Luxaire,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",Luxaire Optimum Core,Ducted Systems Commercial,ZQ04_-_ZQ14-Lux-_ZY-04_to_ZY-12-Le-Dl
ZX04 - ZX14,Johnson Controls,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",Core,Ducted Systems Commercial,ZX04_-_ZX14-Joh-_ZY-04_to_ZY-12-Ce-Dl
ZQ04 - ZQ14,Johnson Controls,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",Core,Ducted Systems Commercial,ZQ04_-_ZQ14-Joh-_ZY-04_to_ZY-12-Ce-Dl
AV15-2,Champion,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,AV15-2-Cha-_CV15-28-Ce-Dl
AD15-28,Champion,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,AD15-28-Cha-_CV15-28-Ce-Dl
CV15-28,Champion,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,CV15-28-Cha-_CV15-28-Ce-Dl
AV15-2,Coleman,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, Coleman Point Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,AV15-2-Col-_CV15-28-Ce-Dl
AD15-28,Coleman,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, Coleman Point Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,AD15-28-Col-_CV15-28-Ce-Dl
CV15-28,Coleman,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, Coleman Point Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,CV15-28-Col-_CV15-28-Ce-Dl
AV15-2,Fraser-Johnston,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, Fraser-Johnston Relia Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,AV15-2-Fra-_CV15-28-Ce-Dl
AD15-28,Fraser-Johnston,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, Fraser-Johnston Relia Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,AD15-28-Fra-_CV15-28-Ce-Dl
CV15-28,Fraser-Johnston,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, Fraser-Johnston Relia Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,CV15-28-Fra-_CV15-28-Ce-Dl
AV15-2,Johnson Controls,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,AV15-2-Joh-_CV15-28-Ce-Dl
CD15-28,Johnson Controls,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,CD15-28-Joh-_CV15-28-Ce-Dl
CV15-28,Johnson Controls,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,CV15-28-Joh-_CV15-28-Ce-Dl
AV15-2,Luxaire,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, Luxaire Optimum Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,AV15-2-Lux-_CV15-28-Ce-Dl
AD15-28,Luxaire,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, Luxaire Optimum Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,AD15-28-Lux-_CV15-28-Ce-Dl
CV15-28,Luxaire,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, Luxaire Optimum Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,CV15-28-Lux-_CV15-28-Ce-Dl
AV15-2,TempMaster,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,AV15-2-Tem-_CV15-28-Ce-Dl
CD15-28,TempMaster,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,CD15-28-Tem-_CV15-28-Ce-Dl
AD15-28,TempMaster,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, P, TempMaster Omni Choice",Ducted Systems Commercial,AD15-28-Tem-_CV15-28-Ce-Dl
CD15-28,YORK,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, P, TempMaster Omni Choice, York Sun Choice",Ducted Systems Commercial,CD15-28-YOR-_CV15-28-Ce-Dl
AD15-28,YORK,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, P, TempMaster Omni Choice, York Sun Choice",Ducted Systems Commercial,AD15-28-YOR-_CV15-28-Ce-Dl
CV15-28,YORK,"Air Conditioners, Packaged Rooftop Units","AD15-28, AV15-28, CD15-28, CV15-28","C, Choice, P, TempMaster Omni Choice, York Sun Choice",Ducted Systems Commercial,CV15-28-YOR-_CV15-28-Ce-Dl
J03XN - JA6XN,Johnson Controls,"Air Conditioners, Heat Pumps, Packaged Rooftop Units","J03XN to J05XN, JA6ZE to J03ZE",5,Ducted Systems Commercial,J03XN_-_JA6XN-Joh-_JA6ZE_to_J03ZE-55-Dl
XT-03 - XT-A6,Coleman,"Air Conditioners, Heat Pumps, Packaged Rooftop Units","XT-03 to XT-05, XTT03 to XTT05, ZD-01 to ZD-12, ZD-A3, ZD-A4, ZD-A5, ZD-A6",Apex,Ducted Systems Commercial,XT-03_-_XT-A6-Col-_ZD-A6-Ax-Dl
ZD-03 - ZD-A6,Fraser-Johnston,"Air Conditioners, Heat Pumps, Packaged Rooftop Units","XT-03 to XT-05, XTT03 to XTT05, ZD-01 to ZD-12, ZD-03, ZD-A1, ZD-A2, ZD-A3, ZD-A4, ZD-A5, ZD-A6",ReliaCore 100,Ducted Systems Commercial,ZD-03_-_ZD-A6-Fra-_ZD-A6-R0-Dl
XT-03 - XT-A6,Fraser-Johnston,"Air Conditioners, Heat Pumps, Packaged Rooftop Units","XT-03 to XT-05, XTT03 to XTT05, ZD-01 to ZD-12, ZD-A3, ZD-A4, ZD-A5, ZD-A6",ReliaCore 100,Ducted Systems Commercial,XT-03_-_XT-A6-Fra-_ZD-A6-R0-Dl
ZD-03 - ZD-A6,Luxaire,"Air Conditioners, Heat Pumps, Packaged Rooftop Units","XT-03 to XT-05, XTT03 to XTT05, ZD-01 to ZD-12, ZD-03, ZD-A1, ZD-A2, ZD-A3, ZD-A4, ZD-A5, ZD-A6","Luxaire Optimum Pro, Optimum, ReliaCore 100",Ducted Systems Commercial,ZD-03_-_ZD-A6-Lux-_ZD-A6-L0-Dl
XT-03 - XT-A6,Luxaire,"Air Conditioners, Heat Pumps, Packaged Rooftop Units","XT-03 to XT-05, XTT03 to XTT05, ZD-01 to ZD-12, ZD-A3, ZD-A4, ZD-A5, ZD-A6","Luxaire Optimum Pro, Optimum, ReliaCore 100",Ducted Systems Commercial,XT-03_-_XT-A6-Lux-_ZD-A6-L0-Dl
XTT03 - XTTA6,TempMaster,"Air Conditioners, Heat Pumps, Packaged Rooftop Units","XTT03 to XTT05, ZDT03, ZDT04, ZDT05, ZDTA6",OmniCore 100,Ducted Systems Commercial,XTT03_-_XTTA6-Tem-_ZDTA6-O0-Dl
XN036 - XN072,YORK,"Air Conditioners, Heat Pumps, Packaged Rooftop Units","XN036 to XN072, ZE036 to ZE072",Sunline,Ducted Systems Commercial,XN036_-_XN072-YOR-_ZE036_to_ZE072-Se-Dl
