title,created_at,link,metadata
MINERVA MZX250-CH ADDRESSABLE FIRE DETECTION SYSTEM,2019-02-12,/viewer/document/QBQPzkta~iiPk6eJb7LbWg,"Brand: Zettler,Category: Addressable Fire Detection System,Product: MZX250-CH,Document Revision: 2,Document Number: MZX250-CH"
